"StichtagDat","StichtagDatJahr","StichtagDatMM","DatenstandCd","HundenameText","GebHundDatJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2023-12-31,2023,12,"D","Ayla",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jimmy",2023,"1","männlich",1,2
2023-12-31,2023,12,"D","Ayla Mc Leod's Meant to be",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jina",2007,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jimmy",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Jireeh",2009,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayokas Geo Samur",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Jitang",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayla",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jimmy",2016,"1","männlich",1,6
2023-12-31,2023,12,"D","Jimmy",2014,"1","männlich",1,4
2023-12-31,2023,12,"D","Ayla",2015,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jimmy",2012,"1","männlich",1,1
2023-12-31,2023,12,"D","Jimmy",2009,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayla",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jimmis Perky Perl",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Joe",2009,"1","männlich",1,1
2023-12-31,2023,12,"D","Jimmi",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayla",2010,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jimin",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ayur",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Joe",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Joelle",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Azad",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Joey",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Jimi",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Azoro",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","John",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayko",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Jimbo",2010,"1","männlich",1,1
2023-12-31,2023,12,"D","John",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Azzurra",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Johnny",2006,"1","männlich",1,1
2023-12-31,2023,12,"D","Jim / Hug Me Loyal Ozy",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayko",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Jily",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","B",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Johnny",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Johnson",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","B-Nibiru",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Joia",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jil Sander von der Fortuna Ranch",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ayka",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jiaru del Tesoro d 'Oro",2008,"1","männlich",1,1
2023-12-31,2023,12,"D","Joker",2015,"1","männlich",1,1
2023-12-31,2023,12,"D","Jolene Raya",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","BRANDY",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jolie",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jhayco",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Ayka",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jeyla",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Babette",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jollity's Bisou Belle Molly",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jollity's Chérie Chloé Nala",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Babig dit Rico au chant du Coq",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Jollity's Cuoricino Contessa",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jette",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ayano Adeie von Fargerit",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jethro",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Jesy",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ayana",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jester",2015,"1","männlich",1,1
2023-12-31,2023,12,"D","Babsy",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jollity's Olala Oreo",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Jollity's Wagging Tail Dove",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Babuschka-Lulu",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jollity's Yngle Bells Rudolph ACHI",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Bacardi Bajo",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Jolly Joline",2018,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jonny vom Weierdamm",2011,"1","männlich",1,1
2023-12-31,2023,12,"D","Baciuccola Amiro",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jordan",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jessy",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ayana",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jessy",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jessy",2018,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ayala",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jessy",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Josie",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bady",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","José neu Neo",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Jessy",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baffy",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Jourdan",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Aya",2018,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jessy",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Joy",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bagel",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Joy",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Jessie",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Aya",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jessica",2010,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baghira",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Joy",2021,"2","weiblich",2,2
2023-12-31,2023,12,"D","Joy",2023,"2","weiblich",2,2
2023-12-31,2023,12,"D","Bagira",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Joy Von Rosenholz",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Jesse",2008,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bahia Joy",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Joya",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Axi",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Jesper vom Hause Amorina",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Joyce",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baika",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jozu",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jerry of Janik's Blue",2015,"1","männlich",1,1
2023-12-31,2023,12,"D","Axel von Burg Schwärtzenberg",2011,"1","männlich",1,1
2023-12-31,2023,12,"D","Jerry Lee v. Hoppiho",2010,"1","männlich",1,1
2023-12-31,2023,12,"D","Judy",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jukka",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Baila",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jule",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jerry Lee",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Awa",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jerry",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jerry",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Awa",2018,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jerry",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Bailee",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Julia",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Julie",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bailey",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Julie (Luna)",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bailey",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Julius du brave Coeur",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Juma",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bailey",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jumbo",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jerry",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Avocado",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Jerry",2013,"1","männlich",1,3
2023-12-31,2023,12,"D","Bailey",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Juna",2010,"2","weiblich",2,1
2023-12-31,2023,12,"D","Juna",2015,"2","weiblich",2,2
2023-12-31,2023,12,"D","Bailey",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Juna",2021,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jerry",2011,"1","männlich",1,2
2023-12-31,2023,12,"D","Avicii",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Jenny",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jenny",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Avery",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Jenny",2011,"2","weiblich",2,2
2023-12-31,2023,12,"D","Junior",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Bailey v.d. Kromikate",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Junior",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jenna aus der Grafschaft Toggenburg",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Avenir Momo",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jenna",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baileys",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Juno",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Juno",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baileys Bambi",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Juno (Funnyline Fieldquest Collins)",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jemma vom Zürihorn",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baileys vom Hause Grunwald",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jupitas",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Avalon-Joya Herder little devil's",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jeltje",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jurai from Highlands of Glenda",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Baily",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Just Girly Things v. Shinbashi",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Jelly",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ava",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jelly",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baja",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Juwels Jayda",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jäcky",2009,"1","männlich",1,1
2023-12-31,2023,12,"D","Bajah",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","KLARICE",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jejky",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Ava",2021,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jeffry",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jeffrey",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Ava",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jeff",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Kabala",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Kafi",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bali/Cleo",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kaia",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Balloo",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kaio",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Kairo",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Baloo",2012,"1","männlich",1,2
2023-12-31,2023,12,"D","Kaiserin Emma von der Rütlihalde",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jeck",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Ava",2016,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jeasie",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baloo",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Kaja vom Lindenberg",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kalani",2018,"2","weiblich",2,2
2023-12-31,2023,12,"D","Baloo (Orus)",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Kali",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jeams",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Ava",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jazz",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Balou",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Kalle",2020,"1","männlich",1,2
2023-12-31,2023,12,"D","Kalou",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Balou",2020,"1","männlich",1,2
2023-12-31,2023,12,"D","Kamba",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jazz",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Autumnlove's Claim to glory",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jazz",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Jaz",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Autumn-Love",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jaylee",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Karamel",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Balthasar",2012,"1","männlich",1,1
2023-12-31,2023,12,"D","Karamel",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Jayjay",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu",2011,"1","männlich",1,2
2023-12-31,2023,12,"D","Karl",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Aurora",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jayden",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Karlie",2012,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu",2014,"1","männlich",1,2
2023-12-31,2023,12,"D","Karlo",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jay-jay",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Aurora",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jay-J",2008,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu",2016,"1","männlich",1,4
2023-12-31,2023,12,"D","Kassandra-Rubbi",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kassim",2004,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu",2018,"1","männlich",1,3
2023-12-31,2023,12,"D","Katana",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jay",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu",2020,"1","männlich",1,4
2023-12-31,2023,12,"D","Katy",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Aurora",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jay",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jax",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Auris",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Javy",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kay Rocco",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Kaya",2010,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kaya",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kaya",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Balu de Majom",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Kaya (Caballus Pink Cadillac)",2018,"2","weiblich",2,1
2023-12-31,2023,12,"D","Java",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Aurelio",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasper of Goldenlove",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Balu vom Försterhaus",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kayla (Sky)",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kayo",2012,"1","männlich",1,1
2023-12-31,2023,12,"D","Bambam",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Kazima",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jasper",2022,"1","männlich",1,2
2023-12-31,2023,12,"D","Aurelia",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jasper",2015,"1","männlich",1,1
2023-12-31,2023,12,"D","Bambi",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Keeley",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Keia",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bambi",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Keisu",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jasper",2011,"1","männlich",1,1
2023-12-31,2023,12,"D","Aurele",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasper",2009,"1","männlich",1,1
2023-12-31,2023,12,"D","Ban",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Kelly",2010,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jason",2008,"1","männlich",1,1
2023-12-31,2023,12,"D","Aura",2019,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jasmine (Frankie)",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kelly",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bandi",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kelly-Silvestra von ad fines von ad fines",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jasmine",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Auli",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasmin Fleur",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kenji (bei Geburt Jollity's R&G Romeo)",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Banja",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kenny",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasmin",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","August (Eskil)",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasmin",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Bantu vom Försterhaus",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Kenzo",2012,"1","männlich",1,1
2023-12-31,2023,12,"D","Kenzo",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Bao",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Kenzo",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasira",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Audrey",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jasin Golden Gift Giselle",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jashi",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Atticus",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Jasbi",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Barea",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Ketchup Zoro",2006,"1","männlich",1,1
2023-12-31,2023,12,"D","Keyah Kyoto",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baris du Tilleul de Coméraz",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Keyla",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Barley",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Khione",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kian",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Barney",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Kiara",2012,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jaron of Glamour",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Atos",2011,"1","männlich",1,2
2023-12-31,2023,12,"D","Jaro",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Kiba",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Kika",2017,"2","weiblich",2,2
2023-12-31,2023,12,"D","Barney Gio von der Pfälzer Weide",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Kika",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jaro",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Atom",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Jarema",2011,"1","männlich",1,1
2023-12-31,2023,12,"D","Barny",2011,"1","männlich",1,1
2023-12-31,2023,12,"D","Kiki",2010,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kiki",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Baro",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Kiki",2019,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jarah",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Atlasz Argo vom Galsersch",2020,"1","männlich",1,1
2023-12-31,2023,12,"D","Jara (Jaline vom Stägefässli)",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Baron",2008,"1","männlich",1,1
2023-12-31,2023,12,"D","Kiki (Nala)",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jara",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Atlas",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jara",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kiki-3",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Barry",2011,"1","männlich",1,1
2023-12-31,2023,12,"D","Kikko",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Barry",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Kiko",2019,"1","männlich",1,2
2023-12-31,2023,12,"D","Kiko",2023,"1","männlich",1,1
2023-12-31,2023,12,"D","Bartok",2012,"1","männlich",1,1
2023-12-31,2023,12,"D","Kili",2014,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jara",2013,"2","weiblich",2,1
2023-12-31,2023,12,"D","Atlas",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jantar",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Janosh",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Atlas",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Janis Joplin vom Rickental",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kim",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Basil",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kim du brave Coeur",2017,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jani",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Basko",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Kimbo",2010,"1","männlich",1,1
2023-12-31,2023,12,"D","Atila",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jango",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Jane",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Athos Porthos",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Jane",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kimbo",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Batscho",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Kimbo",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Batuuli",2017,"1","männlich",1,1
2023-12-31,2023,12,"D","Kimi",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kimi",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Bay",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kimiko",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jana",2019,"2","weiblich",2,2
2023-12-31,2023,12,"D","Baylei",2016,"2","weiblich",2,1
2023-12-31,2023,12,"D","King",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Athos",2016,"1","männlich",1,1
2023-12-31,2023,12,"D","Jana",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","King Rocky",2015,"1","männlich",1,1
2023-12-31,2023,12,"D","Bayu",2022,"1","männlich",1,1
2023-12-31,2023,12,"D","Kingeli",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Jana",2011,"2","weiblich",2,1
2023-12-31,2023,12,"D","Athos",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Jamiroquai/Oreste",2018,"1","männlich",1,1
2023-12-31,2023,12,"D","Kipi",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Kipps",2010,"1","männlich",1,1
2023-12-31,2023,12,"D","Beards and curls Oceano",2021,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kira",2012,"2","weiblich",2,3
2023-12-31,2023,12,"D","Jamiro",2014,"1","männlich",1,1
2023-12-31,2023,12,"D","Athos",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Jamiro",2013,"1","männlich",1,1
2023-12-31,2023,12,"D","Beau",2009,"1","männlich",1,1
2023-12-31,2023,12,"D","Kira",2016,"2","weiblich",2,2
2023-12-31,2023,12,"D","Jamina",2015,"2","weiblich",2,1
2023-12-31,2023,12,"D","Athena",2023,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jamila",2012,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kira",2018,"2","weiblich",2,3
2023-12-31,2023,12,"D","Beau",2019,"1","männlich",1,1
2023-12-31,2023,12,"D","Kira",2020,"2","weiblich",2,4
2023-12-31,2023,12,"D","Beau",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Kira (Bella Flowers)",2022,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kira (Harmony of everlasting goldendreams)",2018,"2","weiblich",2,1
2023-12-31,2023,12,"D","Beautiful Amira",2009,"2","weiblich",2,1
2023-12-31,2023,12,"D","Kira of Sunset Labradors",2020,"2","weiblich",2,1
2023-12-31,2023,12,"D","Jamil",2021,"1","männlich",1,1
2023-12-31,2023,12,"D","Ates",2017,"1","männlich",1,1
